Temporal_Velocity_Alpha,Manifold_Proximity_Scalar,Barycentric_Divergence_Index,Normalized_Deviation_Magnitude,Distribution_Curvature_Coefficient,Distribution_Asymmetry_Coefficient,Dispersion_Magnitude_Metric,Target
0.0138320899428259,5.427685649696229,0.0013075022947122,0.0937285747723053,-1.3093075247885233,0.3080991499844513,0.0138723297033059,0.023710172748470842
0.0227745744286731,1.4047243414891453,0.0066030061924208,0.4793259057812044,-1.3069812303936943,0.2392613301554872,0.0137587828239674,0.018691480297499313
0.0247619586750967,1.2244427697370674,0.0124590873159782,0.9070785194516054,-1.3179161644485045,0.1319739346723535,0.0137651960994156,0.012453779797199702
0.0262045142288911,1.4584220884391597,0.011303469887233,0.8239246968028485,-1.314296767495996,-0.0555221392795822,0.0137015861142357,0.013174508376894021
0.0398568998883718,1.8291128239081853,0.0194164971870793,1.403173095966618,-1.305388436346428,-0.1615463062347154,0.0137498289304428,0.0043674725833317005
0.0385274590276697,2.056601544251544,0.0195281404066748,1.4062267207450352,-1.292806696640482,-0.2298603817460091,0.0137101678836643,0.003559995587945854
0.0323486458655659,2.028472440866252,0.0162016634912763,1.1766056119503088,-1.2855836921031454,-0.2938289193809399,0.013562914024797,0.006230253997993993
0.0310063398896638,1.1767379959803368,0.0124242603884106,0.9172919637495244,-1.2584099898959142,-0.3684134914025531,0.0133546770701963,0.009655475560841665
0.0427546592356482,2.094917156581096,0.0124470098928573,0.9323616545236704,-1.2599916274266596,-0.4070125506955375,0.0130274327992225,0.009358295583454414
0.0392042371047901,2.357925604015913,0.0154254508647319,1.179534718967076,-1.2679448893316456,-0.4384008266580425,0.0127300439798206,0.0059039466748198495
0.0322760188559515,1.9585133849983225,0.014802109562112,1.1581976178431883,-1.2233034611091638,-0.5003307636069557,0.012606934532836,0.006080605069659939
0.0322938577328287,2.625730991061715,0.0142948074737414,1.1304371066546168,-1.1704855053754637,-0.5606865734959767,0.0124526752770476,0.006227527401582144
0.0316688900775077,1.5330062012332175,0.0111005966927562,0.8930647939065839,-1.1171532518491876,-0.6157736697623535,0.0121455875356621,0.009034947673056518
0.0274667200295968,2.9497662525170174,0.0089359249452362,0.7381615210544964,-1.0360210730860866,-0.6793796111413793,0.0119131613414008,0.010769032836022823
0.0350600588152166,1.7502954100395776,0.0119067370182474,0.9996875657355948,-0.9592134643343432,-0.7338227577799177,0.011636348184922,0.0071118413565508
0.0336294481919021,1.8299571637129333,0.0120912163218836,1.0385522523841466,-0.8564376351351969,-0.7891336230709332,0.0113564509055792,0.006266167818335342
0.0329346098475211,1.7991569882208367,0.0114313792324977,1.0066610259088613,-0.7327667423369247,-0.8450159656566762,0.0110678369618278,0.0064185601082754375
0.0456987602503362,3.6197551087886697,0.0185012051047075,1.638839949838222,-0.5410793456087375,-0.814877667256639,0.0109382412001016,-0.0013927052892120596
0.0531105557183939,2.5930505075173427,0.0275509904738429,2.3941687151916136,-0.0602073741627529,-0.5811842207220757,0.0110785082104394,-0.011547609424657419
0.0490603986921153,2.557718186032551,0.0249994526554973,2.1699385080603766,0.250071054920469,-0.4108915512792934,0.0111036288985851,-0.010499914762074973
0.036166379346156,3.1471983585763668,0.0195078192555394,1.719788409878182,0.3434583066318326,-0.3626471510818855,0.0110304123991708,-0.006221154161514562
0.0381981450468491,1.922202586925228,0.0170211639674936,1.5222008727242158,0.4197508147518798,-0.3495544197508449,0.010853032285857,-0.004679843949403747
0.0368577050773397,1.706659216022823,0.0150811268821942,1.3768768194963146,0.4966236041461642,-0.3394011990961484,0.0106027304521216,-0.003523488405505019
0.0349215447541812,3.6725832055663945,0.0130159480093224,1.2192629443599277,0.479953843238821,-0.2444309033113172,0.0102088563616626,-0.0019953103723224
0.036227090211738,1.274255025319588,0.0096182399815439,0.9427050293774668,0.4052173693302756,-0.0345574770051689,0.0096518853617922,0.0009978844908514954
0.0300302382066235,1.5477365686728823,0.0089291851930176,0.9263252714319604,0.33843070934196,0.1803777198518585,0.0092033446570052,0.00127897729150771
0.0272645087075859,1.439435738790842,0.0088160923300952,0.9587691860839777,0.3423909271777847,0.254460943238287,0.0088530892225399,0.0009927284248934058
0.02915499958175,3.115766564469923,0.0140767478778598,1.563364915034571,0.3292097568201413,0.2341136223668928,0.0088814043045878,-0.004945766287674969
0.02915499958175,2.0724323010693544,0.0155177952312864,1.7127785579116686,0.2734301305908106,0.2036335796594713,0.0089484449291577,-0.00700633718811341
0.0311368701079174,2.1729326112595992,0.0161065980651379,1.7601977710020855,0.2441380788572425,0.2115973834921138,0.008993294728522,-0.008283062723369393
0.0325197392073321,2.68282091380748,0.0153285002359953,1.671346840065446,0.2117348713659374,0.2477257659165285,0.008945261060246,-0.008357168535312034
0.0089128596244103,5.063788680174559,0.0082342034087327,0.9147079867677196,0.203355552771431,0.2333910873621956,0.0089118624008667,-0.0018697162306904407
-0.0026111429594126,2.71686696666532,-0.0024265655185849,-0.2742349726795885,0.1846042017000372,0.2095998038559784,0.0089217651872473,0.009157999193989805
0.0014736248186621,2.866681086116638,-0.0076128173921686,-0.8531754130096733,0.1183873943665579,0.2066680300266069,0.0089849870529685,0.015260500003234584
0.00350510965353,0.49399645383147,-0.0019088335856689,-0.2143045582410785,0.1772796747115802,0.1777647861067517,0.0089505464818499,0.009941042740628174
0.0001368629342529,1.3128786056342143,0.0019896180442286,0.2239477887829663,0.1630290100387894,0.1370398840892321,0.0089550209838182,0.006345189345252001
0.0048680869168088,2.338253734048718,0.0019021648564191,0.2135995769324372,0.1184276316536349,0.1142052766772578,0.0089760429751359,0.006899717119587848
0.0035196410251324,1.3313330385733708,0.0053300909206661,0.5972556306824373,0.0285909034701712,0.0500462728137644,0.00901020376717,0.0038838502605121963
0.0115911135896367,1.875960256849604,0.0073683808170716,0.8197858626405047,-0.1259240271466312,-0.0754580756771281,0.0090682244303791,0.0022587865405679654
0.0102465062865311,1.5141749481624769,0.0078572410103615,0.8681480741479409,-0.2026709583858245,-0.1715036825536901,0.0091225776697324,0.002165538642479666
0.021694123309166,1.8046556924441317,0.0094506222331369,1.0340906816482225,-0.2282766560189246,-0.2516428099179173,0.0091601708201854,0.0007036646404478892
0.019733771926447,1.8270383614556267,0.0083048661309312,0.9064187465293144,-0.1376613482230685,-0.2983221301568743,0.0090199624954864,0.0018606628518534113
0.0150047775106484,0.4457528773822676,0.0033990189584821,0.3798700093521379,0.1947490171750515,-0.3307459036610869,0.0087695735539126,0.006721224836445187
0.0041890162127149,1.0136863266658531,5.808772412498991e-05,0.0069981890288892,0.3076983442808504,-0.3687856270257107,0.0087017534147326,0.010219118754673033
-0.0025745500153977,1.0276373813486894,-0.0045396326164345,-0.5249067073226202,0.2571832047710717,-0.3517084756454764,0.0087312037767818,0.015516206915515869
0.006887103055996,1.6413136160888957,-0.0013405297796874,-0.1548791904690037,0.3520582226146416,-0.3861383504684667,0.0086743995582386,0.01288258352278152
0.0082316988072098,0.9718022337829804,0.0028440998808984,0.3310304833497204,0.4803890185779463,-0.4386116301797328,0.0085735224193603,0.009032098322597867
0.0129537413486791,1.3203881834845053,0.0049345381886628,0.5795965194575884,0.5658625794181169,-0.5083881535192474,0.0085318841371339,0.007447136303064442
0.0108545789099515,2.043127549599322,0.0037026816514792,0.436291388872098,0.717935436878404,-0.5705514825081272,0.0084305740861216,0.009402433778027904
0.0197491578113619,2.1781541978458776,0.0006117344483888,0.073237874807213,0.8993417574054638,-0.5777632512384183,0.0081604550666444,0.013281510930488325
0.0245409119022029,1.1262251754427466,0.0034628393721086,0.4276357339345605,-0.2948292219742591,-0.1931548454421626,0.0074454201843252,0.010795337377631567
0.0189834597327614,1.0981849432192634,0.0027791368027021,0.3766505717036834,-0.5293105504698685,0.1355349455584905,0.0069961443445214,0.011856130901393579
0.0175451378085255,1.4983162635022589,0.0046877610724355,0.6731466887803277,-0.4794945897502141,0.1095161115035179,0.0068169268762759,0.010274235524011055
0.0236104290414421,1.8415630313209697,0.0093088444632179,1.353622261367846,-0.5156138936323371,0.1267744967607309,0.0066870775203851,0.005892602076332115
0.0120808037910687,1.805282462850628,0.0090308433718753,1.3395484275726488,-0.5808664477993764,-0.0350822323812154,0.0067693013544829,0.006322982462458785
0.0141088901205892,2.0078428288586783,0.0082589794140104,1.2145150749946143,-0.6324258721906072,-0.1583087585807483,0.006838562026382,0.00749138889090457
0.0141549894351426,1.284912250250612,0.0066936737240617,0.977901954270304,-0.613281133539826,-0.2433438632196823,0.0068249153996462,0.009551871780616417
0.0141846929581967,1.128024275640194,0.0036193218862403,0.5337532021827357,-0.5210025646720923,-0.2983528621315289,0.0066797632154748,0.013150804512298109
0.0154522648918981,2.009244827316557,0.0051587662368327,0.7732865466384231,-0.4728303718463152,-0.3300343265254635,0.0065617000180657,0.011845834042349256
0.0067380643929553,2.045509168180534,0.0048618069511454,0.7411289274271041,-0.417599884322498,-0.3930915777637003,0.0065526026607591,0.012445996292609339
0.0067481038293271,1.096193368954036,0.0008452430054335,0.1304662774723277,-0.3035757739405839,-0.4389601071600519,0.0064773672774338,0.01734300760287522
0.0107816513890521,1.4401715579465038,0.0025101814190937,0.3911843026774503,-0.1433125929554953,-0.5026923720437769,0.0064116516348762,0.016636779528473124
0.0189763073281665,1.3962695562477998,0.0060758123064779,0.9477445542006178,0.1521071373554818,-0.5618225332880767,0.0063285695106126,0.01397107930241378
0.0189600065641336,1.520288759366838,0.0077596841005225,1.2196914534383057,0.1912231927254474,-0.5703013114793328,0.0062014838100231,0.012982512652228604
0.0135700448224419,1.4154934108863362,0.0057299219047375,0.9249986856359864,0.3706653253653317,-0.6417203369540618,0.0061507746412783,0.015899217471450584
0.0189185800999388,2.1866065711568465,0.0091038468597703,1.4598028596983084,0.4762429908967212,-0.6656252933799273,0.0062053738168764,0.01316507512510378
