Date,Open,High,Low,Close
1993-01-29 05:00:00+00:00,24.397772407803053,24.397772407803053,24.276390455525423,24.38043212890625
1993-02-01 05:00:00+00:00,24.3977743003328,24.55383682250977,24.3977743003328,24.55383682250977
1993-02-02 05:00:00+00:00,24.53650623748973,24.62320767295789,24.48448537620883,24.60586738586425
1993-02-03 05:00:00+00:00,24.64054688915215,24.88331089791228,24.623206602812143,24.865970611572266
1993-02-04 05:00:00+00:00,24.95266666014989,25.022027790546417,24.6752221385638,24.970006942749023
1993-02-05 05:00:00+00:00,24.952680587768555,25.004701464601983,24.81395824954608,24.952680587768555
1993-02-08 05:00:00+00:00,24.952680587768555,25.03938204915761,24.91800000321293,24.952680587768555
1993-02-09 05:00:00+00:00,24.86597734935806,24.86597734935806,24.727255021049228,24.77927589416504
1993-02-10 05:00:00+00:00,24.779255679735016,24.831276510413257,24.70989457216403,24.813936233520508
1993-02-11 05:00:00+00:00,24.848637517204867,25.03938072215201,24.848637517204867,24.935338973999023
1993-02-12 05:00:00+00:00,24.90065718866681,24.90065718866681,24.74459457397461,24.74459457397461
1993-02-16 05:00:00+00:00,24.675231508519644,24.675231508519644,24.08566167627111,24.120342254638672
1993-02-17 05:00:00+00:00,24.12033329421668,24.155013859700816,24.01629159776427,24.10299301147461
1993-02-18 05:00:00+00:00,24.38043811872248,24.38043811872248,23.75618792507097,24.08565330505371
1993-02-19 05:00:00+00:00,24.08565613323852,24.17235755920409,24.050975562852287,24.1723575592041
1993-02-22 05:00:00+00:00,24.241719620154534,24.29374047770852,24.172358476749228,24.25905990600586
1993-02-23 05:00:00+00:00,24.3284139742326,24.34575425504104,24.1203306045314,24.24171257019043
1993-02-24 05:00:00+00:00,24.25905205839772,24.55383682250977,24.25905205839772,24.55383682250977
1993-02-25 05:00:00+00:00,24.53650623748973,24.62320767295789,24.48448537620883,24.60586738586425
1993-02-26 05:00:00+00:00,24.657892811055085,24.657892811055085,24.51917048863002,24.64055252075196
1993-03-01 05:00:00+00:00,24.72725248370443,24.72725248370443,24.53650930185257,24.571189880371094
1993-03-02 05:00:00+00:00,24.588533146822403,24.935338973999023,24.55385256410474,24.935338973999023
1993-03-03 05:00:00+00:00,24.97002366507153,25.056725136130805,24.93534307664781,25.039384841918945
1993-03-04 05:00:00+00:00,25.07406440352331,25.07406440352331,24.90066146850586,24.90066146850586
1993-03-05 05:00:00+00:00,24.935327175609228,25.039368874533885,24.81394519353046,24.83128547668457
1993-03-08 05:00:00+00:00,24.883306931928207,25.386175155639645,24.883306931928207,25.38617515563965
1993-03-09 05:00:00+00:00,25.33416101456996,25.35150130273873,25.24745957372612,25.299480438232425
1993-03-10 05:00:00+00:00,25.299471082830888,25.351491928100582,25.195429392291487,25.351491928100582
1993-03-11 05:00:00+00:00,25.368832605202336,25.43819373330952,25.247450631014765,25.28213119506836
1993-03-12 05:00:00+00:00,25.07403734964541,25.091377624437698,24.86595405213798,25.022016525268555
1993-03-15 05:00:00+00:00,25.004693158906083,25.143415451049805,25.004693158906083,25.143415451049805
1993-03-16 05:00:00+00:00,25.143415451049805,25.212776597121668,25.143415451049805,25.143415451049805
1993-03-17 05:00:00+00:00,25.10874204086314,25.10874204086314,24.95267941768098,24.98736000061035
1993-03-18 05:00:00+00:00,25.09139459149591,25.247457170157595,25.09139459149591,25.143415451049805
1993-03-19 05:00:00+00:00,25.2447470533277,25.2447470533277,25.105369567871094,25.105369567871094
1993-03-22 05:00:00+00:00,24.861466457689048,25.018266176062703,24.844044266758644,24.965999603271484
1993-03-23 05:00:00+00:00,25.035679325751936,25.0531015103906,24.98341277183596,25.01825714111328
1993-03-24 05:00:00+00:00,24.98341277183596,25.12279024894523,24.86145747936536,25.01825714111328
1993-03-25 05:00:00+00:00,25.03566570479977,25.22730963155885,25.00082135447993,25.1750431060791
1993-03-26 05:00:00+00:00,25.15763032046473,25.17505250212709,25.01825286716576,25.035675048828125
1993-03-29 05:00:00+00:00,25.05310018675573,25.262166391374,25.05310018675573,25.14021110534668
1993-03-30 05:00:00+00:00,25.175053630109154,25.20989799499512,25.14020926522319,25.20989799499512
1993-03-31 05:00:00+00:00,25.27958718638862,25.34927591743311,25.192476272583008,25.192476272583008
1993-04-01 05:00:00+00:00,25.227324867645624,25.227324867645624,25.05310301082487,25.105369567871094
1993-04-02 05:00:00+00:00,24.89628843987436,24.89628843987436,24.58268928527832,24.58268928527832
